id,"title","description","adress",one,two,three
110,"EQUIP","Equip is een groepstherapeutisch programma bestemd voor antisociale en/of delinquente jongeren van 12 tot 23 jaar. Het programma is gericht op het doorbreken van het egocentrisme en op het aanleren van sociale en cognitieve vaardigheden, moreel denken en verantwoordelijkheid voor eigen handelen.","https://www.dejutters.com/zorgaanbod/equip",0,1,0
111,"FIT","FIT is een digitaal zelfassessment instrument om arbeidsgehandicapten inzicht te geven in hun mogelijkheden op de arbeidsmarkt. Het instrument meet persoonlijke belastbaarheid, sociale belastbaarheid, lichamelijke belastbaarheid en werkomstandigheden door middel van vragen die zijn afgeleid uit de Functionele Mogelijkheden Lijst (FML). FIT is een gesloten vragenlijst met vaste antwoordmogelijkheden. De uitslag wordt elektronisch berekend en heeft een achterliggend algoritme. De afnameduur is 45 minuten. De lijst wordt afgenomen door personen die een ééndaagse cursus hebben ingevuld door LDC.","http://www.kcco.nl/kennisbank?zoekwoord=arbeidsgehandicapten",0,1,0
112,"FIV (Foto Interesse Vragenlijst)","Voor leerlingen met een lager opleidingsniveau en leerlingen die het Nederlands niet goed beheersen, zijn teksten soms moeilijk te begrijpen. De FIV komt de lager opgeleide en mindertalige leerling tegemoet door gebruik te maken van foto's. In de Foto Interesse Vragenlijst (FIV) vindt de leerling beroepenfoto's die de brug slaan naar een betere oriëntatie op de wereld van werk. De antwoorden leiden tot scores op de zes Holland-menstypen (praktisch, analytisch, kunstzinnig, sociaal, ondernemend en conventioneel: het PAKSOC-model) en een voorkeur naar arbeidsgebieden.  ","http://www.ldc.nl/2-ongecategoriseerd/76-vernieuwde-versie-fiv",0,1,0
113,"Gezin Centraal (GC)","Gezin Centraal is een vraaggericht en gezinsgericht programma voor gezinnen met kinderen van 6 tot 14 jaar. De hulp is gericht op de oplossing van de problematiek door zelfsturing of empowerment van het gezin, waarbij een gezinsbegeleider met de cliënt de hulpvraag en einddoelen bepaalt en een daarop aansluitend hulpverleningsarrangement samenstelt. Dat kan bestaan uit een combinatie van ambulante, residentiële- en daghulpverlening.","http://gezincentraal.nl/wp-content/uploads/2016/02/maashorst-Methode-GC-leidt-tot-lagere-kosten.pdf",0,1,0
114,"Groeimeter","Waarderingsschema waarmee een docent de uitvoering van opdrachten door leerlingen op twee manieren kan beoordelen: 1. vaktechnisch: percentage van te beheersen opdracht/onderwerp 2. houding: percentage van te beheersen opdrachten/onderwerp","http://www.hetkan.info/wp-content/uploads/2013/10/Colovouwkaart.pdf",0,1,0
115,"Handreiking ontwikkelingsperspectief","De PO-Raad heeft een handreiking gemaakt om scholen voor regulier basisonderwijs te ondersteunen in het opstellen van en werken met ontwikkelingsperspectieven (OPP). De Wet kwaliteit (v)so verplicht scholen voor (voortgezet) speciaal onderwijs met ingang van 1 augustus 2013 om voor alle leerlingen een OPP vast te stellen.  Voor het SBO ging deze verplichting in werking op 1 augustus 2014. Het primaire doel van het ontwikkelingsperspectief is de ontwikkelingskansen van leerlingen te optimaliseren. In het ontwikkelingsperspectief beschrijft de school de doelen die een leerling kan halen. Het biedt handvatten waarmee de leraar het onderwijs kan afstemmen op de behoefte van de leerling","https://www.poraad.nl/nieuws-en-achtergronden/handreiking-ontwikkelingsperspectief-in-het-basisonderwijs-beschikbaar",0,1,0
116,"Hart en Ziel","Een handleiding waarin handelingsperspectieven na de diagnose LVB voor de leerkrachten zijn beschreven. In 2015 implementeert de GGD het instrument in 'Hart en Ziel', het leerlingvolgsysteem sociale en emotionele ontwikkeling.","http://www.hartenzielmonitor.nl/?page=nieuws_20130325",0,1,0
117,"Het competentiespel","Een spel dat is ontwikkeld om op een speelse manier zicht te krijgen op je competenties. Het spel kan alleen gespeeld worden, met z'n tweeën (met een collega, leidinggevende of coach) of met een groep of team. ","http://www.competentiespel.nl/",0,1,0
118,"HouVast, stut en steun voor gezinnen van ouders met een LVB","HouVast  is een ambulant zorgaanbod voor ouders met een licht verstandelijke beperking (LVB) die opvoed- en opgroeiproblemen hebben of dreigen te krijgen. Het doel is de ouders in staat te stellen hun kinderen veilig en 'goed genoeg' op te voeden. Hiertoe wordt gemiddeld twee uur per week gewerkt aan acceptatie van hulp, het bouwen van een steunend netwerk en het vergroten van opvoedvaardigheden.","http://www.nji.nl/nl/Databank/HouVast,-stut-en-steun-voor-gezinnen-van-ouders-met-een-LVB",0,1,0
119,"Icares Professional Beroepentest","Na het invullen van 63 stellingen worden 3120 beroepen gerangschikt op volgorde van interesse. Concrete beroepen worden op vijf niveaus gepresenteerd (elementair, basis, middelbaar, hoger en academisch). De vragenlijst is in het Nederlands, Engels, Frans, Duits, Deens, Spaans, Portugees, Italiaans, Papiamento en Bulgaars. Het betreffen alleen Nederlandse beroepen.","http://www.icares.nl/nl/loopbaan/beroepentest",0,1,0
120,"Icares Professional Cube8","Deze 'horizonverruimer' presenteert beroepen na het op rangorde zetten van acht menstypen (Artistiek, Conventioneel, Gamma, Intellectueel, Ondernemend, Realistisch, Sociaal en Verfraaiend). Via drie eenvoudige werkvormen (priklbord, schoolbord en fotoalbum) zet de cliënt deze menstypen op volgorde.Vervolgens worden voor deze oriëntatieingang ruim 3000 beroepen op vijf beroepsniveaus gerangschikt. ","http://www.icares.nl/nl/loopbaan/cube8",0,1,0
121,"IK KAN Talentenvertaler","De Talentenvertaler nodigt mensen uit om na te denken over wat ze kunnen. Mensen die de digitale laagdrempelige tool invullen, krijgen suggesties voor beroepen die aansluiten bij hun talenten. Vanuit de beroepensuggesties kunnen ze rechtstreeks doorklikken naar de vacaturesite van UWV WERKbedrijf. In de campagne 'ik kan' wordt niet uitgegaan van de beperkingen die mensen hebben of ondervinden, maar van de mogelijkheden, vaardigheden en ervaringen die zij hebben.","http://www.ikkan.nl/terugblik/talentenvertaler-campagne-2011-pb51",0,1,0
122,"In Control! - LVB","In Control!-LVB is een agressieregulatie training voor jongeren van 12 tot en met 21 jaar die in een JJI verblijven en een IQ hebben tussen 75 en 80 gecombineerd met problemen in de sociale aanpassing. De rode draad binnen het programma wordt gevormd door een gecombineerd aanbod van metacognitieve zelfinstructie en sociale probleemoplossing.","http://www.google.nl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjTj4WCuO3LAhXInA4KHY_EBs4QFggmMAE&url=http%3A%2F%2Fwww.nji.nl%2Fpdf%2FDatabanken%2FDatabank-Effectieve-Jeugdinterventies%2FErkende-interventies%2FIn-Control---LVB%3Fhid%3Dpdf%3Blmg%3D60%3Btmg%3D60%3Brmg%3D60%3Bbmg%3D50%3Bpnr%3D1&usg=AFQjCNEWe909Jwivx4OBKnmbOipEGhZCww&bvm=bv.118443451,d.ZWU",0,1,0
123,"Indico Competentieset","De Competentieset van Indico is een manier om competenties van leerlingen in het Pro en VSO te monitoren. ","https://www.lecso.nl/file/52848",0,1,0
124,"Individuele rehabilitatiebenadering","De individuele rehabilitatiebenadering (IRB) is een methode die door GGZ wordt gebruikt om mensen met psychiatrische beperkingen te helpen bij het realiseren van toekomstwensen via sociale activering, werk en scholing. IRB-begeleiders voeren individuele gesprekken met cliënten over wat ze willen veranderen en welke stappen ze daarvoor kunnen zetten. IRB-begeleiding is een aanvulling op de gewone zorg en behandeling, bijvoorbeeld in een ACT- of FACT-team. Cliënten bepalen zelf waarover ze willen praten en waaraan ze willen werken","http://www.rehabilitatie92.nl/wp-content/uploads/2011/05/Methodebeschrijving-Individuele-Rehabilitatiebenadering-80.pdf",0,1,0
125,"Interventiemethode Nieuwe Perspectieven","Nieuwe Perspectieven biedt korte, intensieve, ambulante en outreachende hulp aan jongeren van 12 tot 23 jaar met politie- en justitiecontacten (minimaal 2 keer in aanraking geweest met politie). Het plan van aanpak omvat doelen op een van de volgende leefgebieden: politie en justitie, gezin, school, vrije tijd en vrienden. Er worden samen met de jongere afspraken gemaakt over de doelen en hoe daar aan gewerkt gaat worden. Deze afspraken worden van tijd tot tijd met alle betrokkenen geëvalueerd en verder wordt er na de intensieve periode nog een netwerkbijeenkomst gehouden met alle betrokken om de nazorg te bepalen. Deze methodiek is niet speciaal toegespitst op de doelgroep van licht verstandelijke beperkte jongeren, maar het is niet ondenkbaar dat er een overlap is met de doelgroep van jongeren met een LVB.","http://www.nji.nl/nl/Databank/Databank-Effectieve-Jeugdinterventies/Verwijderd-uit-de-databank/Nieuwe-Perspectieven",0,1,0
126,"ITP (Indivudele transitieplan gesprekken)","Het Individueel Transitieplan (ITP) is een actieplan voor zelfmanagement en zelfredzaamheid. Het ITP kan door zorgverleners gebruikt worden om samen met de jongere en de ouders doelen te bepalen en afspraken te maken. Ook kan de voortgang van de jongere op het gebied van zelfstandigheid worden gemonitord. Het ITP zet vooral de jongeren (maar ook de ouders) aan het denken over onderwerpen waar sommigen nog nooit over nagedacht hadden (zoals het regelen van voorzieningen en deelnemen in het huishouden). Het stimuleert discussies over de noodzakelijke rolverandering tussen ouders en de jongere: het bevordert een 'gezonde' zelfstandigheidsontwikkeling. ","http://www.zelfmanagement.com/toolbox/tool/167-individueel-transitieplan-itp-op-eigen-benen-vooruit.html",0,1,0
127,"Jouwomgeving.nl","Online platform www.jouwomgeving.nl. Dit online platform is ontwikkeld door Stichting E-hulp.nl. in opdracht van Ambiq, Drievers Dale, MEE Friesland en Tjallingahiem (zorginstellingen). Jouw Omgeving biedt jongeren met LVB een online tool waarin ze de regie kunnen nemen in hun eigen hulpverlening.","https://www.jouwomgeving.nl/",0,1,0
128,"Kies 1","Kies 1 is een leermethode die zich richt zich op leerlingen in het PrO, voortgezet speciaal onderwijs en entreeopleidingen. Kies 1 bestaat uit een leerwerkboek en een digitaal oefen- en toetsprogramma. Met het leerwerkboek verdiepen leerlingen zich in de maatschappij en welke rol zij daarin kunnen vervullen. Thema's die aan bod komen zijn: kiezen, ik-jij-wij, relaties, samen leven, wetten & regels, inspraak, werk, geld, gezondheid en seksualiteit. Elk thema bestaat uit zes lessen.","https://www.uitgeverij-deviant.nl/methodes/burgerschap/kies-1-leerwerkboek-tweede-druk-2/",0,1,0
129,"KIT (Korte Interesse Test)","De test is gebaseerd op beroepen en beroepswerkzaamheden, die leerlingen op voorgenoemd niveau aanspreken. De items die in de KIT opgenomen zijn, zijn relevant voor een realistische beroepskeuze: de in de test genoemde beroepen en werkzaamheden komen in Nederland veel voor. De testuitslag wordt direct vertaald naar beroepen op ten hoogste MBO-niveau. De KIT is uiteraard te gebruiken in psychologische testbatterijen bij school-, loopbaan-, en beroepskeuzebegeleiding. De KIT kan individueel en groepsgewijs worden afgenomen volgens de pen-en-papiermethode, of digitaal. De afname duurt 10 tot 15 minuten.","http://methodes.wikiwijsleermiddelenplein.nl/detail-koepel/86121/",0,1,0
130,"KIT-V (Korte Interesse Test Visueel)","De KIT-V is een visuele beroepen interessetest waarin 84 beroepsactiviteiten door middel van fotorepresentaties paarsgewijs door de cliënt met elkaar worden vergeleken op aantrekkelijkheid. De test is zo ontwikkeld dat talige en culturele aspecten zo min mogelijk een rol spelen bij het bepalen van de interesses.","http://www.pearsonclinical.nl/kit-v-korte-interesse-test-visueel",0,1,0
131,"Kr8","Kr8 Is competentiegerichte methode en ontwikkeld voor leerlingen die AKA-onderwijs volgen. Elke leerling krijgt een eigen werkmap met informatie en opdrachten. Voor docenten is een map met actiekaarten gemaakt. In hun portfolio houden leerlingen bij wat ze doen en wat ze leren en hoe hun ontwikkeling is.Aan de hand van de opdrachten in het werkboek over sectororiëntatie maken ze kennis met Zorg & Welzijn, Techniek, Voedsel en leefomgeving en Economie en handel. De 23 workshopreaders behandelen thema's zoals: 'jezelf presenteren', 'een keuze maken', 'werkhouding', 'telefoneren', 'cv schrijven', 'digitale vaardigheden', 'werken volgens instructie'.  ","http://www.methodekr8.nl/",0,1,0
132,"Leefstijl","Binnen het onderwijs spelen sociaal-emotionele vaardigheden en normen en waarden een belangrijke rol. Met het Leefstijl-programma worden jongeren hiervan bewustgemaakt. Samen met klasgenoten doen ze activiteiten en opdrachten die het besef van 'goed omgaan met elkaar' versterken. Het bevorderen van positieve groepsrelaties speelt in de Leefstijl-lessen een grote rol. Niet alleen het individu wordt sterker, maar ook de groep. ","http://www.edu-actief.nl/leefstijl",0,1,0
133,"Leerwegwijzer","Leerwegwijzer is een keuzeprogramma dat gebaseerd is op de nieuwe Leerwegen voor het VMBO. Direct aan het begin van het programma kiest de leerling een van de vier leerwegen. Na een korte interessetest, een vaardigheidstest en het raadplegen van de opleidingen in het secundair beroepsonderwijs, kiest de leerling een sector en vervolgens een afdeling binnen deze sector (m.u.v. de theoretische leerweg). Tot slot worden de vakken gekozen in het verplichte sectordeel en de vakken/programma's in het vrije deel. De lijst met sectoren, afdelingen en vakken kan worden toegesneden op de situatie van elke afzonderlijke school.","http://methodes.wikiwijsleermiddelenplein.nl/detail-component/175123/",0,1,0
134,"LINC (LDC Interesse- en Competentievragenlijst)","LINC is een online vragenlijst die bestaat uit een interesse- en competentiemodule. De antwoorden op deze modules leiden tot scores op de zes Holland-mens-typen (praktisch, analytisch, kunstzinnig, sociaal, ondernemend en conventioneel). Het bekende PAKSOC model vormt de basis van deze test en brengt de interesses, kennis en vaardigheden in kaart.","http://www.ldc.nl/images/LINC%20factsheet%20LR.pdf",0,1,0
135,"MAST 1 (Manual Ability Scanning Test)","Het Mast-1 systeem is primair ontwikkeld om een inzicht in de handvaardigheden van personen te verkrijgen binnen een industriële setting. Het niveau van de handvaardigheden ligt hierbij gelijk aan het begrip 'normaaltijd'. Ook de classificatie van welke baan dan ook in termen van handvaardigheden en functioneringsniveau's die verreist zijn voor een bevredigend functioneren.","MAST 1 (Manual Ability Scanning Test)",0,1,0
136,"MAST 2 (Manual Advanced Skills Tests)","Zowel Mast-1 als het Ruward-1 systeem zijn primair ontwikkeld om een inzicht in de handvaardigheden van personen te verkrijgen. Het niveau van de handvaardigheden ligt hierbij gelijk aan het begrip 'normaaltijd' binnen de indicatiestelling. Wat betreft de hogere handvaardigheid van het Mast-2 systeem, rijst dit begrip boven het begrip normaaltijd uit.Termen als bekwaamheid, bedrevenheid, vakkundig en geschoold worden binnen Mast-2 gebruikt. MAST-2 bestaat uit twee houten koffers koffer 1 met 10 worksamples en koffer 2 met de zogenaamde elektrotest. De koffers kunnen ook afzonderlijk aangeschaft worden zonder dat de intentie van de test geweld wordt aangedaan. Bij afzonderlijke aanschaf kosten de koffers €3.750,= per stuk.","http://www.adapt-ability.nl/en/testsystems/mast-2-2/",0,1,0
137,"MAST 3, MTP (Model Test Programma)","Mast-3 staat voor Model Test Programma (MTP) deze cursus is bedoeld voor functionarissen die onderzoek uitvoeren naar potentiële arbeidsmogelijkheden van personen en die daarbij, met behulp van de 28 aspecten van het MTP, persoons- en functieprofielen ontwikkelen. Het gaat hier om een ander systeem dan de MAST1 en 2, er kunnen echter wel nadrukkelijk relaties worden gelegd met de MAST 1 en 2.  Door objectieve meting van 28 onderscheiden gezichtspunten (fysieke, opleidings en psychologische) die verband leggen tussen functie-eisen enerzijds en de vaardigheden en mogelijkheden van de mens anderzijds. Het systeem bestaat uit een zogenaamd: Persoonsprofiel, Functieprofiel, Taakprofiel. Door de verschillende profielen met elkaar te matchen wordt duidelijk of een persoon in een functieprofiel past en/of dat hij/zij nog een taak aangeboden moet krijgen om zijn/haar mogelijkheden verder te verbreden.","http://www.adapt-ability.nl/nl/cursusaanbod/mast-3-mtp/",0,1,0
138,"MCM (Malmberg Competentie Matcher)","Met de Malmberg Competentie Matcher (MCM) kan online competentiegericht gemeten worden. Het is zeer gericht op competentiegericht onderwijs: praktisch en hoogwaardig meten van de competenties van de leerling. Hierbij wordt gericht op onontdekte talenten die met MCM zichtbaar kunnen worden. Anderzijds kan MCM vooruitblikken op te verwachten hindernissen op het gebied van competenties.","http://hetkanallemaal.nl/artikel/mcm-malmberg-competentie-meter/",0,1,0
139,"Melba","Melba geeft inzicht in 29 aspecten van een persoon die van belang zijn voor de (re)integratie in arbeid, sleutelkwalificaties genoemd . basiscompetenties die iedere werksituatie vraagt, zoals werkplanning, ontvangen van kritiek en zorgvuldigheid. Met Melba worden de capaciteiten van een persoon in kaart gebracht. Met een capaciteitenprofiel kunnen mogelijkheden en voorwaarden voor optimaal functioneren gestandaardiseerd worden aangeven. De arbeidsre-integratiemethodiek Melba bestaat uit een capaciteiten- en een eisenprofiel.","http://www.melba.nl/",0,1,0
140,"Methode inzicht","Methode INZICHT is een methode voor Leren, Loopbaan en (actief) Burgerschap (LLB). De leerling werkt samen met zijn of haar coach (leerkracht) aan een aantal maatschappelijke thema's, het leerproces en loopbaanoriëntatie. De methode is opgebouwd uit weektaken. Na iedere weektaak 'bouwt' de leerling aan zijn of haar portfolio (UITZICHT).","http://www.methodeinzicht.nl/",0,1,0
141,"MPT Big Six Quick Scan (Multi Culturele Persoonlijkheidstest)","De MPT-BS Quickscan is een verkorte versie van de Multiculturele PersoonlijkheidsTest Big Six (MPT-BS) en brengt in nog geen 10 minuten persoonlijke eigenschappen in kaart. De MPT-BS Quickscan gaat net als de MPT-BS uit van de volgende zes persoonlijkheidsdimensies: emotionele stabiliteit, extraversie, consciëntieusheid, openheid, vriendelijkheid en integriteit.","http://www.google.nl/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjUtdnrjffLAhVGYA8KHYMKD-kQFggiMAE&url=http%3A%2F%2Fwww.noa-vu.nl%2F%3Fwatermark%3D6dc30d1f954cba0aa6273048d7871596&usg=AFQjCNE9guXcpOtaJOOdIIR0eXhjNvGucA&bvm=bv.118443451,d.ZWU",0,1,0
142,"Navigator","Een navigator is een soort persoonlijke 'Tom-Tom'. Samen met de jongere, de ouders en de school wordt een route uitgestippeld richting werk. Bij 'files en versperringen' helpt de navigator de jongere via een alternatieve route naar de eindbestemming. Op de risicovolle overgangsmomenten zorgt de navigator voor hulp en ondersteuning. De navigator brengt samenhangende hulp- en dienstverlening dichter bij de jongere, regisseert, schaalt op en af en houdt de jongere (van 12-27 jaar) in beeld, ook als deze van school en aan het werk is.","http://www.mee.nl/nieuws/navigator-helpt-gemeenten",0,1,0
143,"NPV-J-2 (Nederlandse Persoonlijkheids Vragenlijst)","De Junior Nederlandse Persoonlijkheidsvragenlijst-2 (NPV-J-2) is bedoeld voor kinderen en jongeren, voor gebruik in de ggz en het onderwijs. De vragenlijst meet Neuroticisme-Emotionele Stabiliteit (Inadequatie), Prestatie-Motivatie (Volharding), Sociale Angst (Sociale Inadequatie), Recalcitrantie en Dominantie. De test is het hele jaar af te nemen, zowel klassikaal als individueel. Bovendien is de NPV-J-2 in te zetten voor leerlingbegeleiding en indicatiestelling.  De NPV-J-2 is opgenomen in de Regeling screenings- en testinstrumenten leerwegondersteunend onderwijs (LWOO) en praktijkonderwijs (PrO) schooljaar 2014-2015 en mag dus worden ingezet voor verwijzing naar het leerwegondersteunend en het praktijkonderwijs ","http://www.nji.nl/nl/Databank/Databank-Instrumenten/Junior-Nederlandse-Persoonlijkheidsvragenlijst-(NPV-J)",0,1,0
144,"Onderwijstool Profijt","PROFIJT is het nieuwe leer-, werk, volg- en zorgplatform. In PROFIJT worden alle belangrijke leerlinggegevens en resultaten samengebracht. PROFIJT is daarmee de ideale, digitale oplossing om leerlingen persoonlijk onderwijs te geven!","http://www.profijt.nu/wp-content/uploads/2015/08/Learning-Analytics-Whitepaper-v1.0.pdf",0,1,0
145,"Op eigen benen ","Op eigen benen is een methode om de eigenwaarde en zelfredzaamheid van mensen met beperkingen te versterken. Het traject begint met het in kaart brengen van de competenties. Vervolgens formuleren coach en deelnemer in een gesprek gezamenlijk leerdoelen en stellen ze een persoonlijk trainingsprogramma samen. De focus ligt op de terreinen wonen en werken.","http://old.opeigenbenen.nu/algemeen/publicaties/literatuur/op-eigen-benen/",0,1,0
146,"PAD/ Programma alternatieve denk strategieen","Methode PAD wordt gehanteerd in VSO cluster 3 onderwijs: Programma Alternatieve Denk strategieën=> een sociaal emotionele vaardigheidstraining. Bv Docent Drama en logopediste zetten samen een leerweg op hoe je bv moet gedragen als je een broodje met een collega op werkvloer eet","http://www.van-osch.com/lipoweb/pad.pdf",0,1,0
147,"Participatiehuis","In Participatiehuis kunnen alle burgers voor wie de afstand naar werk nog te groot is gebruik maken van een gestructureerde aanpak op het gebied van participatie, en daarmee deelnemen aan projecten in de samenleving. Het Participatiehuis hanteert een methodiek waarbij aan de hand van een persoonlijk plan van aanpak aan actieve participatie vorm krijgt, waar nodig gecombineerd met zorgcoaching door een vaste participatiecoach. Het Participatiehuis is laagdrempelig, biedt maatwerk in bemiddeling, plaatsing en begeleiding, en plaatst mensen door naar een 'hoger' niveau zodra dit mogelijk is.","http://www.interventiesnaarwerk.nl/interventies/participatiehuis",0,1,0
148,"PAS Coach","De PAS Coach brengt in kaart wat de sterke punten en de ontwikkelpunten van de leerling zijn op drie aandachtsgebieden: zelfstandig leren, samen leren en leren leren. Daarnaast geeft de PAS Coach de resultaten weer van de leerling op zes indicatoren: schoolonzekerheid, toetsangst, uitstelgedrag, faalangst, prestatiemotivatie en sociaal-emotioneel functioneren. Ten slotte geeft de PAS Coach een indicatie van de beroepsinteresse van de leerling. ","http://www.pas-poort.nl/portal/index.php?action=products&id=6",0,1,0
149,"PATH-methode (Planning Alternative Tomorrows with Hope)","PATH valt onder Person Centered Planning. De PATH-methode is gebaseerd op een planningsvorm die in projectmanagement veel wordt gebruikt. Er wordt allereerst een gewenst eindresultaat beschreven (de droom), daarna wordt gekeken naar de huidige situatie, en de weg hiertussen wordt in stapjes uitgewerkt. PATH is vooral gericht op veranderingsprocessen en is dus bruikbaar voor cliënten die niet blij zijn met hun huidige leven.","http://www.hetkan.info/wp-content/uploads/2013/10/PATHoverview.pdf",0,1,0
150,"Person Centered Planning","Person Centered Planning is, simpel gezegd, een planningsmethode waarbij de persoon geheel en al centraal staat. Het is een proces van levensplanning voor mensen met een verstandelijke handicap, gebaseerd op de principes van inclusie en het sociologische model.","http://www.personcenteredplanning.org/",0,1,0
151,"PMT (Prestatie Motivatie Test)","De PMT meet drie persoonlijkheidskenmerken die grotendeels bepalend zijn voor de productiviteit en de houding ten opzichte van werk. De test is geschikt als selectie-, begeleiding- en adviessituaties op de arbeidsmarkt en in het onderwijs. De PMT bevat de volgende drie schalen: Prestatiemotief - een relatief stabiele persoonlijkheidseigenschap die in specifieke situaties leidt tot presteren. Positieve faalangst - in situaties die relatief ongestructureerd zijn (weinig overzicht, complex, nieuw en onbekend) kan positieve faalangst iemand in een optimale spanningstoestand brengen, waardoor deze beter zal gaan functioneren dan onder normale omstandigheden het geval is. Negatieve faalangst - een angst die in dergelijke situaties juist tot disfunctioneren leidt.","https://www.s-bb.nl/nieuws/praktijkverklaring-paspoort-naar-arbeid-voor-leerling-met-beperking",0,1,0
152,"PratenOnline","De internet interventie www.PratenOnline.nl beoogt in een zo beperkt mogelijk aantal chatsessies (met steeds dezelfde hulpverlener) bij Nederlandstalige jongeren tussen de 12 en 23 jaar hun depressieve problemen af en hun gevoel van competentie toe te laten nemen. De behandelmodule is gebaseerd op de Oplossingsgerichte Therapie. Jongeren hebben gemiddeld baat bij 2,8 behandelsessies van ruim een uur.","https://www.pratenonline.nl/jongeren",0,1,0
153,"Profijt basis","De Basismodule van PROFIJT is sinds september 2014 in gebruik op tientallen scholen in Nederland. Het biedt gebruikers de mogelijkheid om op eenvoudige wijze te werken met een individueel ontwikkelingsplan, waarin iedere leerling zijn eigen voortgang kan bijhouden en aan zijn persoonlijke leerdoelen kan werken. Aan de leerdoelen kan lesmateriaal worden gekoppeld. Hierdoor ontstaat een logische samenhang en wordt de leerling gestimuleerd en gemotiveerd om zich eigenaar te voelen van zijn eigen leerproces. ","http://www.profijt.nu/modules/profijt-basis/",0,1,0
154,"Profijt De Digital Schoolyard","De Digital Schoolyard module van PROFIJT is een platform waarin digitale leermiddelen kunnen worden bewaard, gedeeld en gebruikt. Het biedt gebruikers de mogelijkheid leermiddelen te koppelen aan leerdoelen en ze vervolgens in de juiste adaptieve volgorde aan te bieden aan leerlingen.","http://www.profijt.nu/modules/profijt-digital-schoolyard/",0,1,0
155,"PROFIJT Digital Exam","PROFIJT Digital Exam is de geavanceerde en intuïtieve manier van digitaal toetsen. Het is gekoppeld aan de huidige marktleider van digitaal toetsen in Nederland. Alle toetsen die in dat systeem zijn gemaakt, kunnen direct door de docenten worden gebruikt als leerobject in PROFIJT. PROFIJT Digital Exam is adaptief in elk aspect en stopt waar het niveau van de leerling is bereikt. Dat is echte adaptiviteit gecombineerd met digitaal toetsen.","http://www.profijt.nu/modules/profijt-digital-exam/",0,1,0
156,"PROFIJT Learning Analytics","PROFIJT is van begin af aan zo opgezet dat alle informatie van en over de leerlingen en hun werkwijze wordt gemonitord en vastgelegd. Op basis van al deze gegevens kunnen binnenkort geautomatiseerde persoonlijke leerroutes worden aangeboden in PROFIJT.","http://www.profijt.nu/wp-content/uploads/2015/08/Learning-Analytics-Whitepaper-v1.0.pdf",0,1,0
157,"Profijt Match","De PROFIJT Matchmodule biedt leerlingen de mogelijkheid om de juiste match te vinden tussen zichzelf en het bedrijf, tijdens en na hun schoolcarrire. In PROFIJT Match kunnen leerlingen zichzelf presenteren met het portfolio zoals ze dat tijdens hun schoolloopbaan hebben opgebouwd. PROFIJT Basis met PROFIJT Match is dan ook de ideale combinatie voor de leerling om een geschikte stage en/of baan te vinden.","http://www.profijt.nu/modules/profijt-match/",0,1,0
158,"PrOmotie","PrOmotie is een competentiegerichte methode en bestaat uit vijf leergebieden: cultuur en maatschappij, Nederlands, rekenen en wiskunde, Informatiekunde en praktijk en loopbaan. ","http://www.promotie.nu/docenten/content/view/17/57/",0,1,0
159,"Prowijzer","PRO-Wijzer is specifiek ontwikkeld voor jongeren binnen het LVG-circuit of met (aan cluster 4 gerelateerde) gedragsproblemen of leerbelemmeringen, Wajong, AWBZ en PGB. PRO-Wijzer biedt inzicht in de belevingswereld van een jongere. PRO-Wijzer 'meet' het primaire gedrag en de gedragsrisico's van een jongere afgezet tegen de persoonlijke omstandigheden, interesses, voorkeuren en individuele behoeften.","http://www.dilemmamanager.nl/content.asp?page=113",0,1,0
160,"QBF (Quick Big Five)","QBF is een korte online persoonlijkheidsvragenlijst die uit 30 vragen bestaat. QBF geeft inzicht in de vijf persoonlijkheidskenmerken volgens het Big Five model (extraversie, vriendelijkheid, zorgvuldigheid, emotionele stabiliteit en intellect).","http://methodes.wikiwijsleermiddelenplein.nl/detail-koepel/164715/",0,1,0
161,"Rots en water","Rots en water is een psychofysieke methode om sociale competenties te trainen en te ontwikkelen","http://www.rotsenwater.nl/",0,1,0
162,"Ruward 1","Ruward-1 is een systeem om basis handvaardigheden van een individu te meten en ze uit te drukken in termen van industriële functioneren. Zowel Ruward-1 als het Mast-1 systeem zijn primairontwikkeld om een inzicht in de handvaardigheden van personen te verkrijgen binnen een industriëlesetting. Het systeem bestaat uit 19 afzonderlijke taken ook wel werkopdrachten genoemd. Om te voorkomen dat verwarring zou ontstaan met testenuit de psychotechniek werden deze taken in de aanvang 'handvaardigheidtest' genoemd. ","http://www.adapt-ability.nl/nl/testsystemen/ruward-1/",0,1,0
163,"Samen Stevig Staan","Samen Stevig Staan is een behandelprogramma voor jeugdigen 9 tot 16 jaar met een licht verstandelijke beperking in combinatie met gedragsproblemen. Doel is vermindering van het probleemgedrag van het kind door de opvoedingsvaardigheden van de ouders en de sociale vaardigheden en probleemoplossende vaardigheden van de jeugdigen te trainen in groepsbijeenkomsten.","http://www.vilans.nl/dei/Publicatie-beschrijving-site-samen-stevig-staan.pdf",0,1,0
